Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,Fwd PSH Flags,SYN Flag Count,RST Flag Count,ACK Flag Count,Avg Fwd Segment Size,Init_Win_bytes_forward,Label
212,5263,27,51,8,36,1399634.3955803523,333062.80434290535,1.8515800248388192,21.97891599094145,9.024695115250777,4.070687402885678,0,3185,1908,0,27.993096269081423,2,DDoS
468,6644,57,38,2,40,278033.97262503114,72171.992399662,98.5373411048152,30.323431789186305,13.238066663988928,1.9154412680781252,0,3876,297,1,3.242171482447409,21,DDoS
31,2617,21,63,1,43,9549943.283472849,775908.7306313391,1.7902059560104409,22.684430951913754,68.76952615166944,6.982387253870641,0,841,1884,0,30.031530123516593,3,DDoS
81356,8,702,939,82,1357,31533.03315265685,31.353308575962675,455878.22102485725,69205.39668982897,133240.88145535009,42552.16977272894,1,0,0,4,307.7296076820668,17272,BENIGN
57800,7,1196,627,36,1377,20900.047299617403,21.328648054566596,287287.5516354204,23645.297526067658,156037.63231164683,448069.41834214807,1,0,0,1,1429.6093869947995,29395,BENIGN
34662,10,3929,1341,56,407,44455.325276783245,36.81816830644258,112434.20858972859,78898.2943849928,360024.24770844844,243649.18451319073,0,1,0,4,1291.3143777263629,4157,BENIGN
390,5834,44,8,5,44,7462069.997671577,72309.11642455838,83.96192301519852,44.549917129584244,29.6310278956314,8.037723013522957,0,797,419,0,0.5998823734090941,14,DDoS
65,3467,85,29,6,38,3534574.879415708,268390.5633891091,50.85390158032421,8.096007514656094,48.51172414660493,7.961080420937186,0,830,1526,0,2.643947961756604,29,DDoS
389,7861,29,85,2,31,8004439.8297772,730827.3064406518,26.39978843660044,27.39215429674767,44.11026751145956,5.42819328334084,0,2939,1451,1,19.189933852390567,11,DDoS
28139,15,1511,1333,48,125,24780.428756406298,8.218784180773534,52893.789586354476,92688.953757447,153328.00246812106,486664.9961313425,0,0,0,4,953.1498029316123,1774,BENIGN
294,5592,67,29,4,29,2627993.8423402305,975768.6068290751,81.60408200196264,2.154776192952344,68.19750887198033,1.4349008867816393,0,210,1405,1,2.5766936824008377,36,DDoS
40298,15,1857,1485,96,1489,26425.429695704595,53.657204808250874,101171.72963559526,41047.080331883146,234789.5976241218,28233.46988288846,0,1,0,3,668.4629054757636,62403,BENIGN
297,8298,84,46,0,1,2274846.3606740413,261362.78695615227,8.605475337893408,32.907055436435414,6.221051732618106,4.105453601998423,0,1239,1652,1,23.01890825247199,41,DDoS
481,4547,80,37,6,6,2334305.768667234,418378.42926112784,33.12727547494391,15.749344975819078,81.6337228855858,0.7829095113828477,0,3340,80,0,17.114290883632886,94,DDoS
11326,3,789,902,45,1150,47012.08247619558,27.058918883846335,181760.97957487087,20810.536056949866,470829.4403343853,165291.7747287907,0,1,0,1,435.7805899133537,27994,BENIGN
31080,4,4451,668,67,544,48870.71613280403,63.92651510846848,286147.8870895267,2099.4678479759878,472423.6583516792,141931.2059049947,1,1,0,1,1429.5596895973415,55094,BENIGN
62858,6,4238,724,48,287,37894.36969671827,57.453558493127765,418167.4928614526,67106.37588143749,99840.48290925725,444711.5477319891,0,0,0,4,724.742174278182,29733,BENIGN
161,2794,89,3,5,10,6114955.337434317,615574.7063083227,76.73865953535913,47.45018788476522,31.66658931081604,4.427364458963309,0,2635,1976,1,42.813288601840284,88,DDoS
88958,1,2518,693,96,314,10668.784500219232,18.38685335155498,286994.33239238115,26940.637081903475,230127.29789397895,265545.00982366875,1,1,0,4,1442.0467358193496,18581,BENIGN
107,4822,27,47,8,3,2422710.205060078,876720.0271957722,29.182655858959453,36.88112891840644,69.21907723542529,3.349523677674553,0,2860,1320,1,31.35451802186785,16,DDoS
91272,7,1487,526,74,1219,33123.356619344595,56.11514394758337,14718.951926255551,76882.77980957848,251425.003094709,168826.97955290848,1,1,0,0,869.5915085167328,12368,BENIGN
82958,13,1364,478,44,1210,36112.25072228537,88.45526221785322,421383.5859732295,59014.7874943647,194120.11871709613,77696.04239375795,1,1,0,2,750.1204618872509,5583,BENIGN
83745,1,1957,577,45,957,7425.401424524421,39.009983080688635,156436.21693907338,59628.77540313409,235691.5889474438,494781.33680292097,0,1,0,4,339.31449938980734,26756,BENIGN
88369,4,1286,305,29,628,35146.687861682905,67.0997211498204,257198.04389058892,66004.32366206968,465908.816814862,250029.34063520873,1,1,0,0,400.2781143030178,55587,BENIGN
112,7016,66,29,3,43,5008846.722547435,326159.08929630107,24.642692624304747,38.335685127330684,82.55899463732601,0.6223930712405967,0,400,1811,1,40.97057330643861,97,DDoS
52226,16,4471,1022,98,1098,1099.174372533355,78.72412818857404,58740.48473749752,355.103467979567,478571.0919436746,177241.4298474987,1,1,0,2,1117.6884740134328,39439,BENIGN
490,6021,7,18,8,25,8056134.002996289,976768.1259215222,39.53059835636511,10.259720649059005,19.118983979469842,2.3787197333640018,0,2769,1817,1,36.12302156638842,20,DDoS
31,2153,23,56,7,23,3784394.8882032675,114882.96360502596,6.397627406196774,12.96458460477015,14.086898980598596,5.690376161324338,0,4119,708,0,19.48718815197545,37,DDoS
278,9422,77,42,3,40,3300441.5324348025,928608.224518928,46.225444968478975,42.07140373351059,77.75447107450078,9.821114052949799,0,1216,613,1,0.6250830573392152,91,DDoS
20262,6,4768,996,39,825,26204.192634020594,72.67444225956697,165775.9560263468,55311.58676567843,133382.04311677598,18131.486300034125,0,0,0,1,969.4506804755222,9269,BENIGN
303,1738,54,51,4,0,9411038.906946024,317753.9598752956,92.86680470217141,49.29915912376569,8.820749749046819,8.202077265463622,0,1250,606,0,22.93477701327784,36,DDoS
217,9275,2,79,5,28,1412060.817620367,412891.427935823,85.95185077438559,6.754004725800283,72.97854062066804,9.573458487780414,0,1737,108,0,29.357213202066433,76,DDoS
391,8473,88,77,5,19,9683265.896445446,38738.68248266764,38.02564421654182,8.684478769645072,32.46480215168752,8.73048275786972,0,3215,543,0,37.31355337271794,72,DDoS
52860,8,1046,456,84,684,49183.76229853731,85.67552845021719,207586.5247889852,25412.52162630935,407787.43530156545,365232.8783208001,1,0,0,1,851.2638971099635,24371,BENIGN
345,1013,98,0,7,9,4305852.705445999,10642.380881452076,41.37097759672139,24.424839492443716,13.178642012354636,7.397314066170983,0,4952,286,0,37.62818219081094,71,DDoS
47959,4,2717,124,76,1303,17141.204823133776,43.50268424256348,338518.3951348088,61835.50738004601,428215.65543693973,165052.31741209596,0,0,0,0,705.1722247170853,7216,BENIGN
2560,18,2722,120,29,1483,19178.07561155599,71.31701200835572,325865.61570359056,93926.78100479524,258867.68466488426,240664.1210754796,1,0,0,4,1306.2442192825215,30570,BENIGN
1769,7,4161,661,78,242,5500.509673600875,58.36539350562028,150258.9496743669,31589.46373139389,214050.268302742,36397.88825235141,1,1,0,4,748.5654925403029,3577,BENIGN
50840,1,2151,323,47,740,2194.3281199627436,68.86178591948877,40287.95076347735,26681.323098941837,186605.52391111216,181355.97274812477,1,1,0,2,1166.591366580458,57725,BENIGN
412,7937,52,42,5,21,6860008.787353445,748384.1153301777,40.80713425889687,20.557683751591444,20.959640574520158,3.0282956088011947,0,4451,332,0,38.855845741071924,34,DDoS
471,4538,89,21,8,16,769260.1096631354,242146.63845653413,82.30675832515625,11.38820624858322,47.441648192977546,5.497363517962578,0,2750,1993,1,11.298516520207485,3,DDoS
45131,3,149,1173,45,429,15588.864955262658,62.51707619930906,51983.9891947548,49055.24776494077,183892.08457375556,418080.79719401017,0,0,0,4,329.071489998095,28644,BENIGN
46002,3,228,1240,94,472,10484.68882138332,29.95492928913219,297374.7844854435,82261.96825242779,241934.615799445,356305.5342378889,0,0,0,1,237.07711595780088,16228,BENIGN
226,8370,4,4,9,12,1801347.992876068,725298.7792731777,59.54812917565453,46.779215228054255,16.524716860834737,1.5270108819126504,0,1763,92,0,20.187088173862623,46,DDoS
327,598,25,94,5,13,9925750.908437261,609374.3726239055,37.15665666157941,48.76490696728979,77.46325252137976,2.149560186106396,0,4145,629,0,38.83558889454564,98,DDoS
29769,4,4622,922,45,824,28198.40446583739,49.474776970082594,296757.61828111176,95185.57941873767,497320.01470778516,97083.176221995,0,0,0,1,558.6826463704531,3416,BENIGN
79069,12,3571,1169,89,660,3554.5832747070217,34.56834069969585,23310.42700289336,28801.250023672805,123935.21282676232,55977.91518375487,1,0,0,4,1182.8485689253075,11426,BENIGN
97122,4,1284,1053,56,417,49047.237258677465,33.39873457178369,267904.12577451364,50603.56086235176,123153.73401549246,89299.531680627,1,0,0,4,662.9824593409891,35623,BENIGN
258,9623,14,26,3,9,4318316.906095917,258795.6366859938,15.83128666682785,48.598166690827334,6.72440267271279,8.622043242862038,0,3713,491,1,31.786014049073813,96,DDoS
36195,3,670,429,90,1449,48121.27165857007,81.47757824452711,143199.16460288558,46473.142679920944,477486.63634500763,454528.51334222936,0,0,0,1,1270.4320834370874,8816,BENIGN
70626,13,1020,1456,57,657,34156.40238348372,10.469211356044662,158312.8724300401,95381.56268166142,162612.10306026266,379074.3749145451,0,1,0,0,993.8078483984498,34334,BENIGN
24574,13,3578,1192,60,194,39878.039780210005,84.59218363009654,357880.74345617084,20486.48016082624,285448.85660388926,299323.2627874937,0,0,0,1,650.3024778507362,30737,BENIGN
38,9990,2,79,3,33,8434079.065086389,481112.97949130693,21.812623328557105,24.416734041746626,34.77204533483931,5.921207196064159,0,1849,51,1,24.843076268670483,89,DDoS
48926,12,4334,871,84,1457,4658.557881785188,37.63574556856986,371683.7623260838,21108.49315427371,444813.6524336808,55957.87829737238,0,0,0,2,1123.9258739964184,44316,BENIGN
103,9664,37,37,3,7,4978772.032302096,50589.35467803449,40.94273502078215,8.627126422200906,53.78576870486176,0.827447627040645,0,3351,555,1,23.029261253370038,3,DDoS
12745,11,1777,957,52,798,37234.13275942267,5.9302280065433,201524.31695830243,58448.78380238362,351126.5280036771,485318.7489436418,1,0,0,1,1098.1225592197366,10529,BENIGN
230,4079,38,9,5,24,7205544.040720174,914423.1072483411,84.69934589498637,39.95787826630655,55.624467371006496,6.075578824424942,0,1824,1167,1,46.87146160944644,52,DDoS
442,7353,75,16,2,41,681771.2658202812,958247.1310786697,9.815391622621114,6.4569253448796635,10.37915785800032,2.161161222913597,0,4469,1240,1,48.67877583376259,79,DDoS
90563,19,4139,605,78,783,17236.688744920626,55.21543448663758,383029.44183173904,73293.92980306679,433604.8044749927,28999.627781350355,1,0,0,3,1352.0213133501916,28808,BENIGN
253,7394,36,72,4,24,6616358.136224684,546108.1477790206,78.0598969956868,6.144574623843521,44.66761027315056,8.02098654602109,0,1467,906,1,31.671822201030906,9,DDoS
103,6362,65,82,0,42,4956369.596300257,332620.9629495345,40.97927585797353,10.590452477204611,7.705294054131654,3.018950224328638,0,2479,1732,1,5.294274210991157,18,DDoS
7970,7,3971,314,96,310,47638.004862108486,44.56062554133592,155580.0037572503,13571.15161562051,15629.486780614201,138288.57728028717,1,0,0,2,636.2152258695851,42616,BENIGN
32890,18,3910,908,96,973,18290.64430743544,24.34776913808724,466938.35491567897,5116.574895588613,192296.89904838346,58391.04260683604,0,1,0,1,954.3023625432824,27542,BENIGN
20096,8,224,431,71,832,35701.5222856588,44.24101041910452,270865.3289587352,65876.71186529181,88795.69538516832,460202.4774156801,1,0,0,4,455.3738744375792,2546,BENIGN
32480,13,626,148,77,248,9038.05227943206,35.521281104779334,313341.621995506,58168.077638087365,484860.21350484894,20609.618781172965,1,1,0,4,561.294573953702,40009,BENIGN
299,7587,22,1,9,0,8770166.357743243,978656.4223021923,85.52162905567204,43.397084524107854,29.21527026515194,9.399218926131724,0,3248,1112,0,24.680272118006148,84,DDoS
83050,12,1401,912,70,682,6754.265137005313,29.12945055633445,461004.9832191689,28965.44745468888,119739.78025402447,144334.87335391957,0,1,0,3,187.97703126864133,7776,BENIGN
85654,7,4876,433,73,706,527.6036194559605,18.295235790668944,480590.8336102977,56303.889090616634,187092.85271473895,168437.25243287822,0,0,0,1,847.9426117154499,49364,BENIGN
52990,8,3049,773,62,407,42973.53303220631,84.0028603855697,442988.0193256973,98735.71556509641,316657.1027459228,52566.950145635106,1,0,0,3,1490.8076691173856,64763,BENIGN
301,4995,7,85,2,12,7113800.418580946,427826.1099632261,4.886818941323744,12.814550146765358,43.45510452245337,8.560785981303935,0,3972,568,1,43.41700807136934,13,DDoS
278,6077,79,63,7,20,1215642.551753113,984617.3848984698,96.09516516625759,28.732374367598858,80.64240649377133,5.719139601317589,0,4772,553,0,2.7985188818189846,2,DDoS
96259,9,2917,709,39,117,27794.783049490856,6.797708341527356,58544.197585700545,53785.80298081313,325925.07286710443,488750.1788991455,1,0,0,1,1080.8115322009498,62149,BENIGN
19,7703,93,82,1,49,929315.0792827214,928391.0321560904,36.23975917979389,13.603430803334344,96.88638878553186,4.447661176593323,0,3895,1383,0,48.31720538311861,64,DDoS
14403,11,2881,1194,52,1025,41950.992290723014,34.40189029362787,292496.7039067485,30586.433254328535,352584.73525882646,308349.6050403212,1,0,0,1,1436.8041063096562,49003,BENIGN
36773,10,2088,988,49,322,2485.2055119216884,33.21509127062913,94230.41546727526,56005.53274121794,240268.92140265158,233778.98920812117,0,1,0,2,1451.6469050618875,23761,BENIGN
56016,18,922,809,38,837,18917.88802826878,26.93099523997467,340074.1551392628,63923.88786697744,95985.76195179645,138520.71570534096,1,0,0,3,623.3128460572768,44619,BENIGN
266,6161,25,74,1,36,5704942.239875901,474575.2452423799,31.338440713186266,48.4378702748441,29.10542096208467,1.5438479022758445,0,2731,383,1,1.0662857930257896,58,DDoS
157,4128,9,49,0,38,8629196.789002098,234472.94701801435,55.36859152077708,23.838391205030952,69.09979745526662,7.410286237117965,0,2220,646,1,29.199673813709598,64,DDoS
460,9809,62,87,3,17,2861852.042545473,614782.2881400823,61.78394329959576,12.646784766221773,99.63642329388358,9.339408986687307,0,4149,1592,1,31.298831022613143,54,DDoS
63768,11,4713,156,80,723,3079.574153331893,6.1568296082635126,422090.2819582811,63164.0984384518,165397.26454281266,369744.56583185896,0,1,0,1,1288.442261420268,28773,BENIGN
252,6409,41,40,3,31,5869942.309506972,23317.014011667787,39.94337365269354,9.279310708914872,14.398768924331137,4.125110320269345,0,3774,1902,0,35.030474116678064,47,DDoS
44001,4,3833,842,26,102,47420.63808347529,31.62001330857997,356468.9690579668,68016.32232661195,22334.01533689722,270919.23320665606,1,0,0,0,1068.501158999763,30713,BENIGN
42914,6,4358,780,84,264,28498.438320103913,68.50542140617992,368074.86790218257,63893.41649679268,250142.41718036353,156966.79303166099,1,0,0,1,343.2978853372907,22613,BENIGN
86,9518,82,97,9,0,7875887.966459058,844973.2189539187,56.89296132281588,13.026009191979764,39.19775655104878,0.35138860282232787,0,2873,705,1,26.927958740251658,62,DDoS
77539,14,4008,1344,56,850,1821.7434372664663,72.9338716733886,452047.10113557696,4526.537252642167,320208.49280491396,43262.41158176191,0,1,0,4,341.72112460866015,13032,BENIGN
76683,12,3128,792,84,1355,40045.70471746432,96.64360934470304,404981.0698333718,79688.69624269534,170123.9327678851,208653.76768923522,0,1,0,3,509.47009839119437,44762,BENIGN
14807,16,3203,990,66,440,1205.6158078705519,34.944005213214076,62014.153507953386,38258.86877581993,225498.03213805862,429265.1025297894,1,0,0,0,338.8161374183203,30042,BENIGN
133,8097,42,75,9,4,5327542.139756009,81887.29705472,14.15102702162578,29.169734018103,70.90856544819681,4.875292134689021,0,2886,161,1,4.591400479247543,99,DDoS
37509,5,2400,350,93,789,42155.08358108506,71.79503253748425,241396.69765221555,62355.006978836136,257323.72131612615,86749.83874787192,1,1,0,0,305.09796162737416,9047,BENIGN
289,1940,48,25,9,31,7128984.759644791,422586.51427834574,31.1534197893315,41.34245013372349,42.461495607690935,6.191820435676792,0,2651,788,0,31.247273606797325,88,DDoS
21662,15,1578,108,77,388,13257.405383914907,5.5247776392201615,185433.11515643916,51472.77259544501,426302.10611425684,43265.7065259765,0,0,0,1,573.7864801013881,38892,BENIGN
4,7970,0,35,1,16,5966734.443029209,604354.8954381335,50.73778949350133,23.204752193649803,73.12838997618023,5.550712292295325,0,4518,1936,1,24.114029623470444,89,DDoS
447,5926,16,22,9,21,5354564.703963233,142109.09412876624,84.89362687817507,17.037181664559462,6.0666179470643105,9.694238985796158,0,3305,835,1,17.203141717209924,71,DDoS
16,3326,87,83,6,37,9647506.424558885,68781.88551178374,67.01475182655375,21.760054218264752,48.31983648905135,4.50809575703439,0,3372,1219,0,49.67503286773988,87,DDoS
23890,12,3038,824,71,744,8842.597909909597,56.6055485028562,282721.1578449486,79675.70694782189,33014.77310955257,8474.893988379159,0,0,0,3,492.28784957049703,62550,BENIGN
174,3114,34,49,0,32,163374.07638724003,135070.30500764106,65.19036063617908,6.916678179778823,65.34997054984586,1.5338021757787612,0,4133,1326,1,2.80012235716896,83,DDoS
94045,17,798,125,54,381,36446.47068642655,98.87887877143362,166317.08788269592,18313.101027004584,347377.56406486465,384318.7395152358,0,0,0,3,1074.6634509818957,45063,BENIGN
30975,19,1368,1425,68,901,27934.35379233643,8.068718907603788,77824.70555016925,58216.666953024556,218478.28887588484,81742.6707791224,1,0,0,3,1049.4551561471314,41355,BENIGN
447,6359,27,57,7,0,3978588.593187584,382994.9554338886,19.190197061913874,5.110687345037771,68.28755443705943,7.859427953545497,0,2785,1441,1,44.605607031888326,25,DDoS
350,9654,19,32,2,44,5502767.453089357,194146.1706041769,29.369236563518292,24.16022333554193,15.2471922321559,8.510270328448073,0,2606,1693,1,46.744447669345575,30,DDoS
225,1188,52,53,1,28,9780901.959462257,490669.7765422474,47.61799127205111,8.510677750262094,92.7198901105858,1.6596389193365824,0,4329,913,0,24.395259028638506,1,DDoS
211,5457,37,4,1,38,2107709.9080892736,912136.222746084,97.72075475504342,13.468710803607753,22.083593221066625,5.1506851773156415,0,3962,119,0,16.70637185887372,38,DDoS
1806,15,1453,908,69,1456,208.9863158273059,82.23557976811068,205545.58309606745,9225.787794341033,476348.32900983776,202754.0899937289,1,0,0,2,1428.6401113322368,34573,BENIGN
196,2219,17,85,5,18,2640342.212286036,740670.3849961656,97.20605459143167,46.571959702468995,10.495028874131625,9.432525046585447,0,1111,1927,1,38.597803678703315,58,DDoS
140,3260,37,29,9,27,3047197.455693505,732787.6263216237,90.71208883455117,32.48269956748935,99.17527191010632,3.2128828433397705,0,1544,201,1,3.679892300775023,65,DDoS
475,9733,11,77,7,38,3268440.7456266494,149133.3912371486,70.64380444090278,47.76513587452405,36.566257543583426,4.9907064779969215,0,867,1525,0,37.15306288854489,22,DDoS
44286,9,3235,1421,47,1477,17523.103289630915,17.064984683348392,182714.94089375742,14708.601987608035,472882.42652566003,57252.53553263497,1,0,0,3,852.4473183766025,32742,BENIGN
43534,18,3297,178,60,1101,24128.81844005906,49.21452377832703,447975.97911703197,34824.42903475331,294463.7123123767,13679.209951409523,0,1,0,2,1416.9619989361258,5902,BENIGN
270,1524,37,57,9,34,8142345.572537465,988652.3800522271,94.61655930037345,33.01132572194272,1.7369152666651906,0.7736641410153167,0,1482,1520,1,11.067473481295925,62,DDoS
62120,7,1149,904,74,1311,22518.068607348872,37.56277347695588,72531.72687280699,30306.666474216232,251526.76580425675,23183.850598915662,1,1,0,4,679.4999924775772,26152,BENIGN
19574,9,4909,173,48,1069,15281.890943180575,63.64011021474908,56519.362407424735,63369.38052327179,496592.3705138279,350605.4995955199,1,1,0,3,1328.673795107542,13164,BENIGN
89461,14,4206,1287,55,883,156.46060853142276,23.61519330378963,378545.47339692333,25685.098450902533,112054.30115410782,225644.7231628296,1,0,0,1,1175.413496643861,9095,BENIGN
89891,6,3745,1389,65,510,41362.48684694573,86.65389029953312,450046.6337627508,24317.967291106786,168351.76815488294,215371.10566965584,1,0,0,4,1004.316239065882,29143,BENIGN
94468,9,3064,291,42,607,45921.082580271184,69.74533542051142,352803.5889893409,63379.69097717098,46297.13364584745,138609.33514790112,1,0,0,4,1139.0492300240921,44854,BENIGN
117,6150,0,38,7,41,479081.8156306977,507275.1302439322,15.547840505940432,3.5259979706304296,56.85953114753993,8.639024487784976,0,4368,493,0,9.162553069538099,37,DDoS
2605,4,809,1180,94,1036,24064.67465419912,69.3304598370594,463339.35527545254,96636.7100371838,9792.381362127277,320182.8269352688,1,1,0,2,1447.431463846066,37251,BENIGN
33,6309,35,83,8,47,7260592.026040215,422592.97182502376,97.02321299319041,38.153163550027934,13.351225746568728,2.260428577929241,0,1922,385,1,41.66353245956253,33,DDoS
38,5996,56,70,4,44,1927970.132859031,860676.5773344919,15.250881533174162,12.093215113977973,6.758711976172189,9.912152946251192,0,3369,179,1,36.67037919065256,38,DDoS
45859,19,4716,553,52,1083,1795.1689345142493,24.967796775308056,271951.2134694563,10968.70505345739,493148.6039004871,449002.3844786046,0,1,0,2,238.89814358098278,56792,BENIGN
210,4272,74,90,2,28,1893236.5951230822,15283.195309855535,34.355378599823744,44.140237989321825,13.034634900482597,7.460489142069767,0,2855,1186,1,29.934331883406067,63,DDoS
86981,10,3460,716,39,642,38529.55146725308,58.47140839096065,256015.28122949367,4447.666517040698,224040.8091319668,455807.7156629402,1,1,0,1,1366.5835093897792,9467,BENIGN
411,1838,87,18,3,2,9460445.18874382,48721.36318045769,4.655611515766954,14.714810982070107,59.707913579390485,6.28740245659057,0,2890,615,1,42.5998812496775,23,DDoS
488,7129,10,64,8,15,1131370.5037190332,914281.6756398015,1.6906175932209528,18.523977477299944,32.62569866956218,7.386234831137467,0,2407,1037,0,33.77793703865778,83,DDoS
148,4703,88,94,4,12,5401682.756478194,775624.302794205,65.69247279521977,45.58052919507612,48.614428435761134,3.88176060584812,0,4228,366,0,34.34681516923286,83,DDoS
